,part_id,word,property,score,reaction_time,slider_order
434,6503093.0,tree,agency,2.0,49406.29999999702,1
435,6503093.0,tree,movement,2.0,49406.29999999702,1
436,6503093.0,tree,replication,45.0,49406.29999999702,1
437,6503093.0,tree,freewill,0.0,49406.29999999702,1
438,6503093.0,tree,energy,94.0,49406.29999999702,1
439,6503093.0,tree,communication,1.0,49406.29999999702,1
440,6503093.0,tree,goal_setting,1.0,49406.29999999702,1
441,6503093.0,tree,complexity,45.0,49406.29999999702,1
442,6503093.0,tree,monitoring,68.0,49406.29999999702,1
443,6503093.0,tree,reaction,76.0,49406.29999999702,1
444,6503093.0,tree,variety,34.0,49406.29999999702,1
445,6503093.0,tree,mistakes,0.0,49406.29999999702,1
446,6503093.0,tree,learning,0.0,49406.29999999702,1
447,6503093.0,tree,goal_directedness,1.0,49406.29999999702,1
448,6503093.0,robot_vacuum_cleaner,agency,4.0,56172.80000001192,1
449,6503093.0,robot_vacuum_cleaner,movement,97.0,56172.80000001192,1
450,6503093.0,robot_vacuum_cleaner,replication,1.0,56172.80000001192,1
451,6503093.0,robot_vacuum_cleaner,freewill,2.0,56172.80000001192,1
452,6503093.0,robot_vacuum_cleaner,energy,92.0,56172.80000001192,1
453,6503093.0,robot_vacuum_cleaner,communication,22.0,56172.80000001192,1
454,6503093.0,robot_vacuum_cleaner,goal_setting,40.0,56172.80000001192,1
455,6503093.0,robot_vacuum_cleaner,complexity,58.0,56172.80000001192,1
456,6503093.0,robot_vacuum_cleaner,monitoring,58.0,56172.80000001192,1
457,6503093.0,robot_vacuum_cleaner,reaction,61.0,56172.80000001192,1
458,6503093.0,robot_vacuum_cleaner,variety,22.0,56172.80000001192,1
459,6503093.0,robot_vacuum_cleaner,mistakes,65.0,56172.80000001192,1
460,6503093.0,robot_vacuum_cleaner,learning,71.0,56172.80000001192,1
461,6503093.0,robot_vacuum_cleaner,goal_directedness,24.0,56172.80000001192,1
462,6503093.0,chicken,agency,44.0,95963.60000000894,1
463,6503093.0,chicken,movement,93.0,95963.60000000894,1
464,6503093.0,chicken,replication,96.0,95963.60000000894,1
465,6503093.0,chicken,freewill,49.0,95963.60000000894,1
466,6503093.0,chicken,energy,92.0,95963.60000000894,1
467,6503093.0,chicken,communication,30.0,95963.60000000894,1
468,6503093.0,chicken,goal_setting,71.0,95963.60000000894,1
