part_id,words,reaction_time,words_left,words_right,left_score,right_score,left_score_binary,right_score_binary,sense_response
6136153.0,32,5966.399999976158,virus,robot,1,-1,1,0,
6136153.0,33,5818.199999928474,autonomous_car,computer,2,-2,1,0,
6136153.0,34,4585.900000095367,virus,human,-3,3,0,1,
6136153.0,35,3037.1999999284744,robot,god,-2,2,0,1,
6136153.0,36,3581.1999999284744,virus,artificial_intelligence,-1,1,0,1,
6136153.0,37,3205.100000023842,virus,computer,1,-1,1,0,
6136153.0,38,3783.3000000715256,human,autonomous_car,3,-3,1,0,
6136153.0,39,6981.800000071526,virus,god,1,-1,1,0,
6136153.0,40,8001.800000071526,artificial_intelligence,god,-1,1,0,1,
6136153.0,41,3391.200000047684,robot,human,-3,3,0,1,
6136153.0,42,7527.399999976158,jelly_fish,artificial_intelligence,1,-1,1,0,
6136153.0,43,3591.2999999523163,chimpanzee,god,2,-2,1,0,
6136153.0,44,4356.300000071526,chimpanzee,human,-2,2,0,1,
6136151.0,0,21794.0,jelly_fish,human,-2,2,0,1,
6136151.0,1,6689.799999952316,chimpanzee,god,3,-3,1,0,
6136151.0,2,3328.899999976158,jelly_fish,god,3,-3,1,0,
6136151.0,3,8633.0,virus,computer,3,-3,1,0,
6136151.0,4,7748.600000023842,virus,artificial_intelligence,3,-3,1,0,
6136151.0,5,5406.200000047684,artificial_intelligence,god,1,-1,1,0,
6136151.0,6,5716.799999952316,rock,autonomous_car,1,-1,1,0,
6136151.0,7,3477.1999999284744,virus,rock,3,-3,1,0,
6136151.0,8,2910.5,chimpanzee,autonomous_car,3,-3,1,0,
6136151.0,9,6673.5,autonomous_car,computer,1,-1,1,0,
6136151.0,10,8804.899999976158,human,computer,3,-3,1,0,
6136151.0,11,2936.0,god,rock,-3,3,0,1,
6136151.0,12,4188.0,artificial_intelligence,human,-3,3,0,1,
6136151.0,13,3228.200000047684,jelly_fish,robot,3,-3,1,0,
6136151.0,14,2585.5,god,computer,-3,3,0,1,
6136151.0,15,3597.5,jelly_fish,virus,-3,3,0,1,
6136151.0,16,6844.200000047684,artificial_intelligence,autonomous_car,-1,1,0,1,
6136151.0,17,13012.799999952316,robot,autonomous_car,-1,1,0,1,
6136151.0,18,5194.599999904633,jelly_fish,rock,3,-3,1,0,
6136151.0,19,4285.5,robot,rock,-2,2,0,1,
6136151.0,20,2136.100000023842,virus,robot,3,-3,1,0,
6136151.0,21,2589.5,robot,human,-3,3,0,1,
6136151.0,22,3200.899999976158,chimpanzee,rock,3,-3,1,0,
6136151.0,23,4095.600000023842,chimpanzee,jelly_fish,1,-1,1,0,
6136151.0,24,3387.6999999284744,chimpanzee,artificial_intelligence,3,-3,1,0,
6136151.0,25,4208.0,jelly_fish,computer,3,-3,1,0,
6136151.0,26,4896.800000071526,virus,human,-2,2,0,1,
6136151.0,27,5019.0,artificial_intelligence,rock,1,-1,1,0,
6136151.0,28,2101.600000023842,robot,god,3,-3,1,0,
6136151.0,29,2579.899999976158,chimpanzee,human,-2,2,0,1,
6136151.0,30,2054.700000047684,jelly_fish,autonomous_car,2,-2,1,0,
6136151.0,31,2345.0,god,autonomous_car,-3,3,0,1,
6136151.0,32,4603.0,robot,computer,-2,2,0,1,
6136151.0,33,2288.599999904633,chimpanzee,robot,3,-3,1,0,
6136151.0,34,2175.0,virus,god,3,-3,1,0,
6136151.0,35,4763.0,artificial_intelligence,computer,-1,1,0,1,
6136151.0,36,2372.200000047684,virus,autonomous_car,3,-3,1,0,
6136151.0,37,1726.899999976158,human,autonomous_car,3,-3,1,0,
6136151.0,38,1862.0,human,god,3,-3,1,0,
6136151.0,39,2600.5,jelly_fish,artificial_intelligence,3,-3,1,0,
6136151.0,40,2636.0,chimpanzee,computer,3,-3,1,0,
6136151.0,41,9528.200000047684,rock,computer,1,-1,1,0,
6136151.0,42,5566.0,chimpanzee,virus,1,-1,1,0,
6136151.0,43,4277.399999976158,robot,artificial_intelligence,-1,1,0,1,
6136151.0,44,1918.0,human,rock,3,-3,1,0,
6136160.0,0,9095.600000023842,artificial_intelligence,human,-3,3,0,1,
6136160.0,1,8930.399999976158,artificial_intelligence,god,-1,1,0,1,
6136160.0,2,3967.0,chimpanzee,human,-3,3,0,1,
6136160.0,3,10081.100000023842,chimpanzee,virus,-1,1,0,1,
6136160.0,4,6344.800000071526,jelly_fish,autonomous_car,2,-2,1,0,
6136160.0,5,4158.099999904633,virus,computer,2,-2,1,0,
6136160.0,6,4172.100000023842,god,autonomous_car,1,-1,1,0,
6136160.0,7,4771.799999952316,virus,robot,2,-2,1,0,
6136160.0,8,7121.600000023842,autonomous_car,computer,2,-2,1,0,
6136160.0,9,3891.099999904633,chimpanzee,autonomous_car,3,-3,1,0,
6136160.0,10,4104.400000095367,robot,god,-1,1,0,1,
6136160.0,11,5388.100000023842,virus,god,2,-2,1,0,
6136160.0,12,5564.5,jelly_fish,virus,3,-3,1,0,
6136160.0,13,3622.5,artificial_intelligence,rock,3,-3,1,0,
6136160.0,14,2951.6999999284744,human,rock,3,-3,1,0,
6136160.0,15,5318.799999952316,robot,rock,1,-1,1,0,
6136160.0,16,4141.100000023842,jelly_fish,rock,-1,1,0,1,
6136160.0,17,7280.299999952316,chimpanzee,jelly_fish,-2,2,0,1,
