part_id,word,jelly_fish,robot,virus,chimpanzee,human,artificial_intelligence,god,rock,autonomous_car,computer
6136164.0,robot,6467.700000000186,,18044.0,3628.099999999628,5597.0,8030.5,23385.700000000183,6754.600000000559,19477.5,35497.60000000056
6136164.0,virus,105149.90000000036,18044.0,,7811.5,4676.299999999814,4464.4000000003725,5996.0,73731.79999999981,30419.5,7705.300000000745
6136164.0,chimpanzee,20121.599999999627,3628.099999999628,7811.5,,150385.2999999998,9142.39999999944,10094.400000000373,7679.400000000372,4260.599999999628,6876.0
6136164.0,human,5471.0,5597.0,4676.299999999814,150385.2999999998,,10581.0,133739.0,29646.200000000183,7335.600000000559,35326.39999999944
6136164.0,artificial_intelligence,30879.10000000056,8030.5,4464.4000000003725,9142.39999999944,10581.0,,8168.200000000186,11470.200000000186,9793.700000000186,12876.5
6136164.0,god,11954.700000000186,23385.700000000183,5996.0,10094.400000000373,133739.0,8168.200000000186,,59154.09999999963,4236.699999999255,4864.800000000745
6136164.0,rock,4998.100000000559,6754.600000000559,73731.79999999981,7679.400000000372,29646.200000000183,11470.200000000186,59154.09999999963,,17248.5,5748.9000000003725
6136164.0,autonomous_car,7696.0,19477.5,30419.5,4260.599999999628,7335.600000000559,9793.700000000186,4236.699999999255,17248.5,,6931.600000000559
6136164.0,computer,4343.200000000186,35497.60000000056,7705.300000000745,6876.0,35326.39999999944,12876.5,4864.800000000745,5748.9000000003725,6931.600000000559,
6136171.0,jelly_fish,,10642.0,5669.900000095367,10778.299999952316,11794.5,3091.7999999523163,4987.899999856949,3774.099999904633,27591.599999904636,4341.099999904633
